name,category,mana_color_style,mana_color_code,mana_cost,energy_cost,art_path,frame_path,mana_icon_path,image_prompt,output_path,card_set,frame_type,video_prompt,video_path
Wraith Step Stifle,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/wraith-step-stifle.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Wraith Step Stifle, action_fast type, obsidian mana theme",output/wraith-step-stifle.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Wraith Step Stifle, subtle magical effects, 3-second loop",videos/action_fast/wraith-step-stifle.mp4
Dusk Break Slam,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/dusk-break-slam.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Dusk Break Slam, action_fast type, obsidian mana theme",output/dusk-break-slam.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Dusk Break Slam, subtle magical effects, 3-second loop",videos/action_fast/dusk-break-slam.mp4
Ruin Lance Silence,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/ruin-lance-silence.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Ruin Lance Silence, action_fast type, obsidian mana theme",output/ruin-lance-silence.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Ruin Lance Silence, subtle magical effects, 3-second loop",videos/action_fast/ruin-lance-silence.mp4
Shadow Rend Tear,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/shadow-rend-tear.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Shadow Rend Tear, action_fast type, obsidian mana theme",output/shadow-rend-tear.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Shadow Rend Tear, subtle magical effects, 3-second loop",videos/action_fast/shadow-rend-tear.mp4
Night Veil Crack,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/night-veil-crack.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Night Veil Crack, action_fast type, obsidian mana theme",output/night-veil-crack.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Night Veil Crack, subtle magical effects, 3-second loop",videos/action_fast/night-veil-crack.mp4
Wraith Step Drag,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/wraith-step-drag.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Wraith Step Drag, action_fast type, obsidian mana theme",output/wraith-step-drag.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Wraith Step Drag, subtle magical effects, 3-second loop",videos/action_fast/wraith-step-drag.mp4
Ruin Lance Stifle,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/ruin-lance-stifle.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Ruin Lance Stifle, action_fast type, obsidian mana theme",output/ruin-lance-stifle.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Ruin Lance Stifle, subtle magical effects, 3-second loop",videos/action_fast/ruin-lance-stifle.mp4
Ruin Lance Pierce,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/ruin-lance-pierce.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Ruin Lance Pierce, action_fast type, obsidian mana theme",output/ruin-lance-pierce.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Ruin Lance Pierce, subtle magical effects, 3-second loop",videos/action_fast/ruin-lance-pierce.mp4
Dusk Break Silence,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/dusk-break-silence.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Dusk Break Silence, action_fast type, obsidian mana theme",output/dusk-break-silence.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Dusk Break Silence, subtle magical effects, 3-second loop",videos/action_fast/dusk-break-silence.mp4
Coffin Drag Crack,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/coffin-drag-crack.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Coffin Drag Crack, action_fast type, obsidian mana theme",output/coffin-drag-crack.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Coffin Drag Crack, subtle magical effects, 3-second loop",videos/action_fast/coffin-drag-crack.mp4
Wraith Step Sunder,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/wraith-step-sunder.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Wraith Step Sunder, action_fast type, obsidian mana theme",output/wraith-step-sunder.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Wraith Step Sunder, subtle magical effects, 3-second loop",videos/action_fast/wraith-step-sunder.mp4
Coffin Drag Silence,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/coffin-drag-silence.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Coffin Drag Silence, action_fast type, obsidian mana theme",output/coffin-drag-silence.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Coffin Drag Silence, subtle magical effects, 3-second loop",videos/action_fast/coffin-drag-silence.mp4
Coffin Drag Tear,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/coffin-drag-tear.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Coffin Drag Tear, action_fast type, obsidian mana theme",output/coffin-drag-tear.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Coffin Drag Tear, subtle magical effects, 3-second loop",videos/action_fast/coffin-drag-tear.mp4
Night Veil Silence,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/night-veil-silence.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Night Veil Silence, action_fast type, obsidian mana theme",output/night-veil-silence.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Night Veil Silence, subtle magical effects, 3-second loop",videos/action_fast/night-veil-silence.mp4
Ash Shroud Rip,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/ash-shroud-rip.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Ash Shroud Rip, action_fast type, obsidian mana theme",output/ash-shroud-rip.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Ash Shroud Rip, subtle magical effects, 3-second loop",videos/action_fast/ash-shroud-rip.mp4
Night Veil Tear,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/night-veil-tear.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Night Veil Tear, action_fast type, obsidian mana theme",output/night-veil-tear.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Night Veil Tear, subtle magical effects, 3-second loop",videos/action_fast/night-veil-tear.mp4
Void Hook Slam,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/void-hook-slam.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Void Hook Slam, action_fast type, obsidian mana theme",output/void-hook-slam.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Void Hook Slam, subtle magical effects, 3-second loop",videos/action_fast/void-hook-slam.mp4
Void Hook Pierce,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/void-hook-pierce.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Void Hook Pierce, action_fast type, obsidian mana theme",output/void-hook-pierce.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Void Hook Pierce, subtle magical effects, 3-second loop",videos/action_fast/void-hook-pierce.mp4
Shadow Rend Stifle,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/shadow-rend-stifle.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Shadow Rend Stifle, action_fast type, obsidian mana theme",output/shadow-rend-stifle.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Shadow Rend Stifle, subtle magical effects, 3-second loop",videos/action_fast/shadow-rend-stifle.mp4
Funereal Gale Drag,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/funereal-gale-drag.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Funereal Gale Drag, action_fast type, obsidian mana theme",output/funereal-gale-drag.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Funereal Gale Drag, subtle magical effects, 3-second loop",videos/action_fast/funereal-gale-drag.mp4
Funereal Gale Pierce,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/funereal-gale-pierce.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Funereal Gale Pierce, action_fast type, obsidian mana theme",output/funereal-gale-pierce.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Funereal Gale Pierce, subtle magical effects, 3-second loop",videos/action_fast/funereal-gale-pierce.mp4
Wraith Step Crack,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/wraith-step-crack.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Wraith Step Crack, action_fast type, obsidian mana theme",output/wraith-step-crack.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Wraith Step Crack, subtle magical effects, 3-second loop",videos/action_fast/wraith-step-crack.mp4
Dusk Break Pierce,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/dusk-break-pierce.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Dusk Break Pierce, action_fast type, obsidian mana theme",output/dusk-break-pierce.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Dusk Break Pierce, subtle magical effects, 3-second loop",videos/action_fast/dusk-break-pierce.mp4
Funereal Gale Silence,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/funereal-gale-silence.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Funereal Gale Silence, action_fast type, obsidian mana theme",output/funereal-gale-silence.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Funereal Gale Silence, subtle magical effects, 3-second loop",videos/action_fast/funereal-gale-silence.mp4
Grave Chill Shiver,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/grave-chill-shiver.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Grave Chill Shiver, action_fast type, obsidian mana theme",output/grave-chill-shiver.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Grave Chill Shiver, subtle magical effects, 3-second loop",videos/action_fast/grave-chill-shiver.mp4
Void Hook Sunder,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/void-hook-sunder.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Void Hook Sunder, action_fast type, obsidian mana theme",output/void-hook-sunder.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Void Hook Sunder, subtle magical effects, 3-second loop",videos/action_fast/void-hook-sunder.mp4
Grave Chill Stifle,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/grave-chill-stifle.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Grave Chill Stifle, action_fast type, obsidian mana theme",output/grave-chill-stifle.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Grave Chill Stifle, subtle magical effects, 3-second loop",videos/action_fast/grave-chill-stifle.mp4
Wraith Step Shiver,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/wraith-step-shiver.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Wraith Step Shiver, action_fast type, obsidian mana theme",output/wraith-step-shiver.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Wraith Step Shiver, subtle magical effects, 3-second loop",videos/action_fast/wraith-step-shiver.mp4
Wraith Step Silence,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/wraith-step-silence.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Wraith Step Silence, action_fast type, obsidian mana theme",output/wraith-step-silence.png,Open Portal Enhanced,epic_action_fast_frame,"Animated version of Wraith Step Silence, subtle magical effects, 3-second loop",videos/action_fast/wraith-step-silence.mp4
Ruin Lance Tear,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/ruin-lance-tear.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Ruin Lance Tear, action_fast type, obsidian mana theme",output/ruin-lance-tear.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Ruin Lance Tear, subtle magical effects, 3-second loop",videos/action_fast/ruin-lance-tear.mp4
Void Hook Shiver,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,2,art/OBSIDIAN/ACTION_FAST/void-hook-shiver.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Void Hook Shiver, action_fast type, obsidian mana theme",output/void-hook-shiver.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Void Hook Shiver, subtle magical effects, 3-second loop",videos/action_fast/void-hook-shiver.mp4
Dusk Break Stifle,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/dusk-break-stifle.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Dusk Break Stifle, action_fast type, obsidian mana theme",output/dusk-break-stifle.png,Open Portal Enhanced,epic_action_fast_frame,"Animated version of Dusk Break Stifle, subtle magical effects, 3-second loop",videos/action_fast/dusk-break-stifle.mp4
Grave Chill Drag,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,1,art/OBSIDIAN/ACTION_FAST/grave-chill-drag.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Grave Chill Drag, action_fast type, obsidian mana theme",output/grave-chill-drag.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Grave Chill Drag, subtle magical effects, 3-second loop",videos/action_fast/grave-chill-drag.mp4
Grave Chill Pierce,ACTION_FAST,Obsidian Magic,OBSIDIAN,0,3,art/OBSIDIAN/ACTION_FAST/grave-chill-pierce.png,frames/default_frame.png,icons/mana_obsidian.png,"Epic fantasy card art for Grave Chill Pierce, action_fast type, obsidian mana theme",output/grave-chill-pierce.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Grave Chill Pierce, subtle magical effects, 3-second loop",videos/action_fast/grave-chill-pierce.mp4
Dawn Break Shine,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/dawn-break-shine.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Dawn Break Shine, action_fast type, radiant mana theme",output/dawn-break-shine.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Dawn Break Shine, subtle magical effects, 3-second loop",videos/action_fast/dawn-break-shine.mp4
Lightwave Smite,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/lightwave-smite.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Lightwave Smite, action_fast type, radiant mana theme",output/lightwave-smite.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Lightwave Smite, subtle magical effects, 3-second loop",videos/action_fast/lightwave-smite.mp4
Vow Strike Gleam,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/vow-strike-gleam.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Vow Strike Gleam, action_fast type, radiant mana theme",output/vow-strike-gleam.png,Open Portal Enhanced,epic_action_fast_frame,"Animated version of Vow Strike Gleam, subtle magical effects, 3-second loop",videos/action_fast/vow-strike-gleam.mp4
Crown Bolt Gleam,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/crown-bolt-gleam.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Crown Bolt Gleam, action_fast type, radiant mana theme",output/crown-bolt-gleam.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Crown Bolt Gleam, subtle magical effects, 3-second loop",videos/action_fast/crown-bolt-gleam.mp4
Faith Guard Smite,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/faith-guard-smite.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Faith Guard Smite, action_fast type, radiant mana theme",output/faith-guard-smite.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Faith Guard Smite, subtle magical effects, 3-second loop",videos/action_fast/faith-guard-smite.mp4
Crown Bolt Shield,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/crown-bolt-shield.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Crown Bolt Shield, action_fast type, radiant mana theme",output/crown-bolt-shield.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Crown Bolt Shield, subtle magical effects, 3-second loop",videos/action_fast/crown-bolt-shield.mp4
Sun Spear Smite,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/sun-spear-smite.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Sun Spear Smite, action_fast type, radiant mana theme",output/sun-spear-smite.png,Open Portal Enhanced,epic_action_fast_frame,"Animated version of Sun Spear Smite, subtle magical effects, 3-second loop",videos/action_fast/sun-spear-smite.mp4
Sun Spear Ward,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/sun-spear-ward.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Sun Spear Ward, action_fast type, radiant mana theme",output/sun-spear-ward.png,Open Portal Enhanced,epic_action_fast_frame,"Animated version of Sun Spear Ward, subtle magical effects, 3-second loop",videos/action_fast/sun-spear-ward.mp4
Blessed Cut Shine,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/blessed-cut-shine.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Blessed Cut Shine, action_fast type, radiant mana theme",output/blessed-cut-shine.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Blessed Cut Shine, subtle magical effects, 3-second loop",videos/action_fast/blessed-cut-shine.mp4
Vow Strike Flash,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/vow-strike-flash.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Vow Strike Flash, action_fast type, radiant mana theme",output/vow-strike-flash.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Vow Strike Flash, subtle magical effects, 3-second loop",videos/action_fast/vow-strike-flash.mp4
Sun Spear Beacon,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/sun-spear-beacon.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Sun Spear Beacon, action_fast type, radiant mana theme",output/sun-spear-beacon.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Sun Spear Beacon, subtle magical effects, 3-second loop",videos/action_fast/sun-spear-beacon.mp4
Saint’s Aegis Ward,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/saint-s-aegis-ward.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Saint’s Aegis Ward, action_fast type, radiant mana theme",output/saint-s-aegis-ward.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Saint’s Aegis Ward, subtle magical effects, 3-second loop",videos/action_fast/saint-s-aegis-ward.mp4
Ivory Flash Sweep,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/ivory-flash-sweep.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Ivory Flash Sweep, action_fast type, radiant mana theme",output/ivory-flash-sweep.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Ivory Flash Sweep, subtle magical effects, 3-second loop",videos/action_fast/ivory-flash-sweep.mp4
Blessed Cut Flash,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/blessed-cut-flash.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Blessed Cut Flash, action_fast type, radiant mana theme",output/blessed-cut-flash.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Blessed Cut Flash, subtle magical effects, 3-second loop",videos/action_fast/blessed-cut-flash.mp4
Halo Ward Cleave,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/halo-ward-cleave.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Halo Ward Cleave, action_fast type, radiant mana theme",output/halo-ward-cleave.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Halo Ward Cleave, subtle magical effects, 3-second loop",videos/action_fast/halo-ward-cleave.mp4
Ivory Flash Ward,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/ivory-flash-ward.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Ivory Flash Ward, action_fast type, radiant mana theme",output/ivory-flash-ward.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Ivory Flash Ward, subtle magical effects, 3-second loop",videos/action_fast/ivory-flash-ward.mp4
Saint’s Aegis Beacon,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/saint-s-aegis-beacon.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Saint’s Aegis Beacon, action_fast type, radiant mana theme",output/saint-s-aegis-beacon.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Saint’s Aegis Beacon, subtle magical effects, 3-second loop",videos/action_fast/saint-s-aegis-beacon.mp4
Faith Guard Sweep,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/faith-guard-sweep.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Faith Guard Sweep, action_fast type, radiant mana theme",output/faith-guard-sweep.png,Open Portal Enhanced,epic_action_fast_frame,"Animated version of Faith Guard Sweep, subtle magical effects, 3-second loop",videos/action_fast/faith-guard-sweep.mp4
Sun Spear Pulse,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/sun-spear-pulse.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Sun Spear Pulse, action_fast type, radiant mana theme",output/sun-spear-pulse.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Sun Spear Pulse, subtle magical effects, 3-second loop",videos/action_fast/sun-spear-pulse.mp4
Crown Bolt Smite,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/crown-bolt-smite.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Crown Bolt Smite, action_fast type, radiant mana theme",output/crown-bolt-smite.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Crown Bolt Smite, subtle magical effects, 3-second loop",videos/action_fast/crown-bolt-smite.mp4
Halo Ward Smite,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/halo-ward-smite.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Halo Ward Smite, action_fast type, radiant mana theme",output/halo-ward-smite.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Halo Ward Smite, subtle magical effects, 3-second loop",videos/action_fast/halo-ward-smite.mp4
Lightwave Pulse,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/lightwave-pulse.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Lightwave Pulse, action_fast type, radiant mana theme",output/lightwave-pulse.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Lightwave Pulse, subtle magical effects, 3-second loop",videos/action_fast/lightwave-pulse.mp4
Crown Bolt Ward,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/crown-bolt-ward.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Crown Bolt Ward, action_fast type, radiant mana theme",output/crown-bolt-ward.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Crown Bolt Ward, subtle magical effects, 3-second loop",videos/action_fast/crown-bolt-ward.mp4
Blessed Cut Beacon,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/blessed-cut-beacon.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Blessed Cut Beacon, action_fast type, radiant mana theme",output/blessed-cut-beacon.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Blessed Cut Beacon, subtle magical effects, 3-second loop",videos/action_fast/blessed-cut-beacon.mp4
Halo Ward Sweep,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/halo-ward-sweep.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Halo Ward Sweep, action_fast type, radiant mana theme",output/halo-ward-sweep.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Halo Ward Sweep, subtle magical effects, 3-second loop",videos/action_fast/halo-ward-sweep.mp4
Vow Strike Shine,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/vow-strike-shine.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Vow Strike Shine, action_fast type, radiant mana theme",output/vow-strike-shine.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Vow Strike Shine, subtle magical effects, 3-second loop",videos/action_fast/vow-strike-shine.mp4
Saint’s Aegis Gleam,ACTION_FAST,Radiant Magic,RADIANT,0,2,art/RADIANT/ACTION_FAST/saint-s-aegis-gleam.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Saint’s Aegis Gleam, action_fast type, radiant mana theme",output/saint-s-aegis-gleam.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Saint’s Aegis Gleam, subtle magical effects, 3-second loop",videos/action_fast/saint-s-aegis-gleam.mp4
Ivory Flash Cleave,ACTION_FAST,Radiant Magic,RADIANT,0,3,art/RADIANT/ACTION_FAST/ivory-flash-cleave.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Ivory Flash Cleave, action_fast type, radiant mana theme",output/ivory-flash-cleave.png,Open Portal Enhanced,common_action_fast_frame,"Animated version of Ivory Flash Cleave, subtle magical effects, 3-second loop",videos/action_fast/ivory-flash-cleave.mp4
Ivory Flash Shine,ACTION_FAST,Radiant Magic,RADIANT,0,1,art/RADIANT/ACTION_FAST/ivory-flash-shine.png,frames/default_frame.png,icons/mana_radiant.png,"Epic fantasy card art for Ivory Flash Shine, action_fast type, radiant mana theme",output/ivory-flash-shine.png,Open Portal Enhanced,rare_action_fast_frame,"Animated version of Ivory Flash Shine, subtle magical effects, 3-second loop",videos/action_fast/ivory-flash-shine.mp4
