slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords,limits_json,targeting_json,effects_json,abilities_json,rules_text,flavor_text,frame_type,video_prompt,action_speed
dusk-break-silence,Dusk Break Silence,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,2,0,0,0,0,0,"deal_damage, debuff_attack",,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Deal 2 Deal damage to enemy. Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
crown-bolt-cleave,Crown Bolt Cleave,ACTION_FAST,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,"immunity, buff_defense",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}, {""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Immunity: 2 Target ally gets +2 defense.,,common_action_fast_frame,,FAST
blessed-cut-pulse,Blessed Cut Pulse,ACTION_FAST,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,"heal, buff_defense",,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally. Target ally gets +2 defense.,,common_action_fast_frame,,FAST
sun-spear-cleave,Sun Spear Cleave,ACTION_FAST,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,"buff_defense, immunity",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}, {""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Target ally gets +2 defense. Immunity: 2,,common_action_fast_frame,,FAST
blessed-cut-sweep,Blessed Cut Sweep,ACTION_FAST,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,"buff_defense, heal",,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}, {""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 defense. Heal 2 health to ally.,,common_action_fast_frame,,FAST
halo-ward-shine,Halo Ward Shine,ACTION_FAST,COMMON,FALSE,RADIANT,0,2,0,0,0,0,0,"buff_defense, immunity",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}, {""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Target ally gets +2 defense. Immunity: 2,,common_action_fast_frame,,FAST
phase-slip-stitch,Phase Slip Stitch,ACTION_FAST,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,"reflect_damage, gain_energy",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Deal 2 Reflect damage to enemy. Gain Energy: 2,,common_action_fast_frame,,FAST
echo-jump-weave,Echo Jump Weave,ACTION_FAST,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,"reflect_damage, gain_energy",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Deal 2 Reflect damage to enemy. Gain Energy: 2,,common_action_fast_frame,,FAST
ring-shear-stitch,Ring Shear Stitch,ACTION_FAST,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,"reflect_damage, gain_energy",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Deal 2 Reflect damage to enemy. Gain Energy: 2,,common_action_fast_frame,,FAST
mirror-cut-weave,Mirror Cut Weave,ACTION_FAST,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,"reflect_damage, teleport",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""teleport"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""teleport"", ""parameters"": {""amount"": 2}}]",Deal 2 Reflect damage to enemy. Teleport: 2,,common_action_fast_frame,,FAST
ring-shear-fold,Ring Shear Fold,ACTION_FAST,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,"reflect_damage, gain_energy",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Deal 2 Reflect damage to enemy. Gain Energy: 2,,common_action_fast_frame,,FAST
echo-jump-break,Echo Jump Break,ACTION_FAST,COMMON,FALSE,AETHER,0,2,0,0,0,0,0,"gain_energy, reflect_damage",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}, {""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}, {""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Gain Energy: 2 Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
tide-surge-cascade,Tide Surge Cascade,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,freeze,,"{""allowed_targets"": [""any""]}","[{""type"": ""freeze"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""freeze"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Freeze target for 4 turns.,,common_action_fast_frame,,FAST
tide-surge-spiral,Tide Surge Spiral,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,water_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""water_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""water_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Water damage to enemy.,,common_action_fast_frame,,FAST
crystal-glide-crush,Crystal Glide Crush,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,mana_burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}]",Mana Burn: 2,,common_action_fast_frame,,FAST
sky-vault-cascade,Sky Vault Cascade,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,mana_burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}]",Mana Burn: 2,,common_action_fast_frame,,FAST
polar-break-pierce,Polar Break Pierce,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,mana_burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}]",Mana Burn: 2,,common_action_fast_frame,,FAST
star-lance-cascade,Star Lance Cascade,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,water_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""water_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""water_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Water damage to enemy.,,common_action_fast_frame,,FAST
polar-break-sweep,Polar Break Sweep,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,water_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""water_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""water_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Water damage to enemy.,,common_action_fast_frame,,FAST
echo-wave-ripple,Echo Wave Ripple,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,water_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""water_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""water_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Water damage to enemy.,,common_action_fast_frame,,FAST
sky-vault-ripple,Sky Vault Ripple,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,freeze,,"{""allowed_targets"": [""any""]}","[{""type"": ""freeze"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""freeze"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Freeze target for 2 turns.,,common_action_fast_frame,,FAST
nimbus-arc-crush,Nimbus Arc Crush,ACTION_FAST,COMMON,FALSE,AZURE,0,1,0,0,0,0,0,freeze,,"{""allowed_targets"": [""any""]}","[{""type"": ""freeze"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""freeze"", ""parameters"": {""amount"": 2, ""duration"": 3}}]",Freeze target for 3 turns.,,common_action_fast_frame,,FAST
flame-pulse-howl,Flame Pulse Howl,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
magma-rush-lash,Magma Rush Lash,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
cinder-cut-cleave,Cinder Cut Cleave,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply burn (2 damage for 2 turns).,,common_action_fast_frame,,FAST
inferno-step-strike,Inferno Step Strike,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
inferno-step-cascade,Inferno Step Cascade,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,fire_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""fire_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""fire_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Fire damage to enemy.,,common_action_fast_frame,,FAST
forge-burst-strike,Forge Burst Strike,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
flame-pulse-lash,Flame Pulse Lash,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 3}}]",Apply burn (2 damage for 3 turns).,,common_action_fast_frame,,FAST
inferno-step-lunge,Inferno Step Lunge,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
flame-pulse-cleave,Flame Pulse Cleave,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,fire_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""fire_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""fire_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Fire damage to enemy.,,common_action_fast_frame,,FAST
basalt-break-strike,Basalt Break Strike,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
inferno-step-howl,Inferno Step Howl,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply burn (2 damage for 2 turns).,,common_action_fast_frame,,FAST
emberfall-cascade,Emberfall Cascade,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply burn (2 damage for 2 turns).,,common_action_fast_frame,,FAST
inferno-step-crash,Inferno Step Crash,ACTION_FAST,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,burn,,"{""allowed_targets"": [""any""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply burn (2 damage for 2 turns).,,common_action_fast_frame,,FAST
spore-bloom-rise,Spore Bloom Rise,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,regeneration,,"{""allowed_targets"": [""any""]}","[{""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 3}}]",Regeneration: 2,,common_action_fast_frame,,FAST
root-snare-grasp,Root Snare Grasp,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
verdant-rush-bloom,Verdant Rush Bloom,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,buff_attack,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_attack"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 attack.,,common_action_fast_frame,,FAST
grove-leap-rise,Grove Leap Rise,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
seedstorm-stampede,Seedstorm Stampede,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,regeneration,,"{""allowed_targets"": [""any""]}","[{""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 3}}]",Regeneration: 2,,common_action_fast_frame,,FAST
wild-hunt-howl,Wild Hunt Howl,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
petal-gale-burst,Petal Gale Burst,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,regeneration,,"{""allowed_targets"": [""any""]}","[{""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Regeneration: 2,,common_action_fast_frame,,FAST
wild-hunt-rise,Wild Hunt Rise,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,regeneration,,"{""allowed_targets"": [""any""]}","[{""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Regeneration: 2,,common_action_fast_frame,,FAST
bark-bash-crush,Bark Bash Crush,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,regeneration,,"{""allowed_targets"": [""any""]}","[{""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Regeneration: 2,,common_action_fast_frame,,FAST
grove-leap-howl,Grove Leap Howl,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,buff_attack,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_attack"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 attack.,,common_action_fast_frame,,FAST
seedstorm-burst,Seedstorm Burst,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
bark-bash-howl,Bark Bash Howl,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
root-snare-howl,Root Snare Howl,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,buff_attack,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_attack"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 attack.,,common_action_fast_frame,,FAST
seedstorm-bloom,Seedstorm Bloom,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
root-snare-bind-2,Root Snare Bind 2,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,regeneration,,"{""allowed_targets"": [""any""]}","[{""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Regeneration: 2,,common_action_fast_frame,,FAST
root-snare-bind-9,Root Snare Bind 9,ACTION_FAST,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,buff_attack,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_attack"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 attack.,,common_action_fast_frame,,FAST
ruin-lance-crack,Ruin Lance Crack,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,debuff_attack,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
shadow-rend-shiver,Shadow Rend Shiver,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,debuff_attack,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
coffin-drag-stifle,Coffin Drag Stifle,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,debuff_attack,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
dusk-break-slam,Dusk Break Slam,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,debuff_attack,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
ruin-lance-stifle,Ruin Lance Stifle,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,poison,,"{""allowed_targets"": [""any""]}","[{""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 3}}]",Apply poison (2 damage for 3 turns).,,common_action_fast_frame,,FAST
night-veil-silence,Night Veil Silence,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
void-hook-slam,Void Hook Slam,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
wraith-step-crack,Wraith Step Crack,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,debuff_attack,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
void-hook-sunder,Void Hook Sunder,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,1,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
grave-chill-drag,Grave Chill Drag,ACTION_FAST,RARE,FALSE,OBSIDIAN,0,1,0,0,0,0,0,poison,,"{""allowed_targets"": [""any""]}","[{""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply poison (2 damage for 2 turns).,,rare_action_fast_frame,,FAST
faith-guard-smite,Faith Guard Smite,ACTION_FAST,RARE,FALSE,RADIANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,rare_action_fast_frame,,FAST
sun-spear-beacon,Sun Spear Beacon,ACTION_FAST,RARE,FALSE,RADIANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,rare_action_fast_frame,,FAST
ivory-flash-ward,Ivory Flash Ward,ACTION_FAST,RARE,FALSE,RADIANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,rare_action_fast_frame,,FAST
crown-bolt-smite,Crown Bolt Smite,ACTION_FAST,RARE,FALSE,RADIANT,0,1,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,rare_action_fast_frame,,FAST
