slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords
flame-pulse-cascade,Flame Pulse Cascade,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
cinder-cut-cleave,Cinder Cut Cleave,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
emberfall-cleave,Emberfall Cleave,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
emberfall-burst,Emberfall Burst,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
forge-burst-hammer,Forge Burst Hammer,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
emberfall-hammer,Emberfall Hammer,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
magma-rush-lunge,Magma Rush Lunge,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
pyrebrand-lunge,Pyrebrand Lunge,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
emberfall-lunge,Emberfall Lunge,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
inferno-step-hammer,Inferno Step Hammer,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
inferno-step-strike,Inferno Step Strike,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
emberfall-howl,Emberfall Howl,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
magma-rush-strike,Magma Rush Strike,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
coal-vortex-burst,Coal Vortex Burst,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
flame-pulse-lunge,Flame Pulse Lunge,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
ash-gale-strike,Ash Gale Strike,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
flame-pulse-hammer,Flame Pulse Hammer,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
pyrebrand-strike,Pyrebrand Strike,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
magma-rush-surge,Magma Rush Surge,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
magma-rush-crash,Magma Rush Crash,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
ash-gale-cascade,Ash Gale Cascade,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
inferno-step-cascade,Inferno Step Cascade,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
forge-burst-strike,Forge Burst Strike,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
forge-burst-howl,Forge Burst Howl,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
forge-burst-surge,Forge Burst Surge,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
pyrebrand-surge,Pyrebrand Surge,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
inferno-step-burst,Inferno Step Burst,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
cinder-cut-cascade,Cinder Cut Cascade,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
basalt-break-lunge,Basalt Break Lunge,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
emberfall-lash,Emberfall Lash,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
flame-pulse-lash,Flame Pulse Lash,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
cinder-cut-surge,Cinder Cut Surge,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
ash-gale-howl,Ash Gale Howl,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
flame-pulse-surge,Flame Pulse Surge,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
forge-burst-lunge,Forge Burst Lunge,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
cinder-cut-crash,Cinder Cut Crash,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
inferno-step-lunge,Inferno Step Lunge,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
flame-pulse-cleave,Flame Pulse Cleave,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
ash-gale-cleave,Ash Gale Cleave,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
emberfall-strike,Emberfall Strike,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
coal-vortex-cascade,Coal Vortex Cascade,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
cinder-cut-howl,Cinder Cut Howl,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
forge-burst-burst,Forge Burst Burst,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
pyrebrand-howl,Pyrebrand Howl,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
cinder-cut-strike,Cinder Cut Strike,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
cinder-cut-burst,Cinder Cut Burst,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
basalt-break-strike,Basalt Break Strike,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
magma-rush-howl,Magma Rush Howl,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
magma-rush-hammer,Magma Rush Hammer,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
ash-gale-surge,Ash Gale Surge,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
flame-pulse-burst,Flame Pulse Burst,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
inferno-step-howl,Inferno Step Howl,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
inferno-step-cleave,Inferno Step Cleave,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
basalt-break-cascade,Basalt Break Cascade,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
cinder-cut-lash,Cinder Cut Lash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
emberfall-cascade,Emberfall Cascade,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
forge-burst-lash,Forge Burst Lash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
coal-vortex-crash,Coal Vortex Crash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
emberfall-surge,Emberfall Surge,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
forge-burst-cleave,Forge Burst Cleave,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
pyrebrand-lash,Pyrebrand Lash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
pyrebrand-burst,Pyrebrand Burst,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
inferno-step-crash,Inferno Step Crash,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
inferno-step-lash,Inferno Step Lash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
emberfall-crash,Emberfall Crash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
cinder-cut-hammer,Cinder Cut Hammer,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
coal-vortex-howl,Coal Vortex Howl,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
coal-vortex-hammer,Coal Vortex Hammer,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
coal-vortex-cleave,Coal Vortex Cleave,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
forge-burst-crash,Forge Burst Crash,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
forge-burst-cascade,Forge Burst Cascade,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
coal-vortex-surge,Coal Vortex Surge,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
basalt-break-hammer,Basalt Break Hammer,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
basalt-break-burst,Basalt Break Burst,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
basalt-break-cleave,Basalt Break Cleave,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
magma-rush-cascade,Magma Rush Cascade,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
ash-gale-lash,Ash Gale Lash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
ash-gale-lunge,Ash Gale Lunge,ACTION,COMMON,FALSE,CRIMSON,0,1,0,0,0,0,0,
basalt-break-lash,Basalt Break Lash,ACTION,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,
basalt-break-crash,Basalt Break Crash,ACTION,COMMON,FALSE,CRIMSON,0,2,0,0,0,0,0,
root-roamer,Root Roamer,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
moss-roamer,Moss Roamer,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
bark-titan,Bark Titan,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
wild-beast,Wild Beast,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
spore-colossus,Spore Colossus,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
thorn-beast,Thorn Beast,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
grove-stalker,Grove Stalker,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
verdant-stalker,Verdant Stalker,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
verdant-hydra,Verdant Hydra,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
spore-beast,Spore Beast,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
verdant-shepherd,Verdant Shepherd,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
bark-stalker,Bark Stalker,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
spore-hydra,Spore Hydra,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
thorn-colossus,Thorn Colossus,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
spore-stalker,Spore Stalker,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
bloom-titan,Bloom Titan,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
spore-ancient,Spore Ancient,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
bark-colossus,Bark Colossus,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
thorn-shepherd,Thorn Shepherd,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
vine-colossus,Vine Colossus,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
bloom-shepherd,Bloom Shepherd,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
root-hydra,Root Hydra,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
bloom-ancient,Bloom Ancient,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
thorn-stalker,Thorn Stalker,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
thorn-roamer,Thorn Roamer,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
thorn-guardian,Thorn Guardian,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
bark-shepherd,Bark Shepherd,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
grove-guardian,Grove Guardian,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
bark-ancient,Bark Ancient,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
root-guardian,Root Guardian,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
bark-guardian,Bark Guardian,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
root-ancient,Root Ancient,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
verdant-colossus,Verdant Colossus,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
moss-guardian,Moss Guardian,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
grove-roamer,Grove Roamer,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
root-stalker,Root Stalker,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
thorn-maw,Thorn Maw,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
root-colossus,Root Colossus,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
root-titan,Root Titan,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
spore-maw,Spore Maw,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
wild-stalker,Wild Stalker,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
bark-beast,Bark Beast,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
wild-guardian,Wild Guardian,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
verdant-maw,Verdant Maw,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
verdant-titan,Verdant Titan,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
bloom-colossus,Bloom Colossus,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
bloom-beast,Bloom Beast,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
thorn-titan,Thorn Titan,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
vine-beast,Vine Beast,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
spore-shepherd,Spore Shepherd,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
bark-hydra,Bark Hydra,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
grove-ancient,Grove Ancient,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
vine-guardian,Vine Guardian,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
vine-maw,Vine Maw,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
vine-shepherd,Vine Shepherd,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
grove-maw,Grove Maw,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
verdant-guardian,Verdant Guardian,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
grove-hydra,Grove Hydra,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
vine-titan,Vine Titan,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
thorn-ancient,Thorn Ancient,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
thorn-hydra,Thorn Hydra,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
bark-maw,Bark Maw,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
moss-ancient,Moss Ancient,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
moss-shepherd,Moss Shepherd,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
moss-beast,Moss Beast,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
wild-titan,Wild Titan,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
wild-ancient,Wild Ancient,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
grove-titan,Grove Titan,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
wild-hydra,Wild Hydra,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
grove-beast,Grove Beast,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
root-shepherd,Root Shepherd,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
root-maw,Root Maw,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
vine-stalker,Vine Stalker,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
moss-hydra,Moss Hydra,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
verdant-ancient,Verdant Ancient,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
vine-hydra,Vine Hydra,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
bloom-guardian,Bloom Guardian,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
bloom-stalker,Bloom Stalker,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
wild-roamer,Wild Roamer,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
root-beast,Root Beast,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
moss-stalker,Moss Stalker,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
wild-colossus,Wild Colossus,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
bloom-roamer,Bloom Roamer,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
moss-colossus,Moss Colossus,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
spore-guardian,Spore Guardian,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
grove-colossus,Grove Colossus,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
spore-titan,Spore Titan,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
bark-roamer,Bark Roamer,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
bloom-hydra,Bloom Hydra,CREATURE,COMMON,FALSE,VERDANT,4,1,3,0,8,2,2,
vine-roamer,Vine Roamer,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
vine-ancient,Vine Ancient,CREATURE,RARE,FALSE,VERDANT,6,2,4,0,10,3,2,
moss-titan,Moss Titan,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
verdant-roamer,Verdant Roamer,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
grove-shepherd,Grove Shepherd,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
bloom-maw,Bloom Maw,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
spore-roamer,Spore Roamer,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
verdant-beast,Verdant Beast,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
wild-maw,Wild Maw,CREATURE,COMMON,FALSE,VERDANT,5,1,3,0,9,2,2,
wild-shepherd,Wild Shepherd,CREATURE,COMMON,FALSE,VERDANT,3,1,2,0,7,1,2,
moss-maw,Moss Maw,CREATURE,RARE,FALSE,VERDANT,7,3,4,0,11,3,2,
grove-sanctum,Grove Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
grove-engine,Grove Engine,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
root-palisade,Root Palisade,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
verdant-greenhouse,Verdant Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
grove-ziggurat,Grove Ziggurat,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
spore-cathedral,Spore Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
verdant-sanctum,Verdant Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
thorn-ziggurat,Thorn Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
seed-shrine,Seed Shrine,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
thorn-shrine,Thorn Shrine,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
vine-well,Vine Well,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
grove-palisade,Grove Palisade,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
spore-well,Spore Well,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
bloom-sanctum,Bloom Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
vine-palisade,Vine Palisade,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
root-cathedral,Root Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
thorn-palisade,Thorn Palisade,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
verdant-palisade,Verdant Palisade,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
vine-engine,Vine Engine,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
grove-cathedral,Grove Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
root-engine,Root Engine,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
thorn-sanctum,Thorn Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
oak-palisade,Oak Palisade,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
vine-ziggurat,Vine Ziggurat,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
seed-palisade,Seed Palisade,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
root-greenhouse,Root Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
moss-greenhouse,Moss Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
verdant-shrine,Verdant Shrine,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
thorn-cathedral,Thorn Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
bloom-cathedral,Bloom Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
oak-well,Oak Well,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
spore-engine,Spore Engine,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-ziggurat,Moss Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
bloom-nursery,Bloom Nursery,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
verdant-engine,Verdant Engine,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
vine-henge,Vine Henge,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
root-sanctum,Root Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
root-well,Root Well,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
verdant-cathedral,Verdant Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
seed-sanctum,Seed Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
oak-shrine,Oak Shrine,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
thorn-henge,Thorn Henge,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
vine-cathedral,Vine Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
thorn-well,Thorn Well,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
vine-greenhouse,Vine Greenhouse,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
vine-nursery,Vine Nursery,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
verdant-well,Verdant Well,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-henge,Moss Henge,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
grove-nursery,Grove Nursery,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
bloom-henge,Bloom Henge,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
spore-sanctum,Spore Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
bloom-shrine,Bloom Shrine,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
grove-henge,Grove Henge,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
oak-ziggurat,Oak Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
seed-greenhouse,Seed Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
spore-ziggurat,Spore Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
vine-shrine,Vine Shrine,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
bloom-greenhouse,Bloom Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
vine-sanctum,Vine Sanctum,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
oak-henge,Oak Henge,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
bloom-engine,Bloom Engine,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-well,Moss Well,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
spore-shrine,Spore Shrine,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
spore-henge,Spore Henge,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
moss-palisade,Moss Palisade,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
root-henge,Root Henge,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
seed-henge,Seed Henge,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
bloom-well,Bloom Well,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
root-shrine,Root Shrine,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
oak-cathedral,Oak Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
verdant-ziggurat,Verdant Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
seed-well,Seed Well,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
thorn-nursery,Thorn Nursery,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
oak-sanctum,Oak Sanctum,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
seed-engine,Seed Engine,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
oak-nursery,Oak Nursery,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
grove-shrine,Grove Shrine,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
